Zodi-model,
X,Y
0.5090687244527374,0.149426414031656
0.5190741490532562,0.15362147238008586
0.5292762239617353,0.1579343045147688
0.5396788142159086,0.16301171404171513
0.5502858608183874,0.1682523565507769
0.5611013822297034,0.17366147979798213
0.5721294758906947,0.17853692330874504
0.5833743197748138,0.18354924201747524
0.5948401739709455,0.18945014285688783
0.6065313822973338,0.19554075099410156
0.61845237394723,0.196315717447416
0.630607665166884,0.19944641867016866
0.6430018609665167,0.2026270460540743
0.655639656864919,0.20667425309427961
0.6685258406683418,0.20997014475943362
0.6816652942843465,0.21080229773807818
0.6950629955713085,0.21416402047667882
0.7087240202242677,0.21930739058296525
0.722653543697849,0.22104915186873594
0.7368568431669715,0.22104915186873594
0.751339299526099,0.22104915186873594
0.76610639942778,0.22104915186873594
0.7811637373612583,0.22368776542640778
0.7965170177719333,0.22368776542640778
0.81217205722248,0.22368776542640778
0.8281347865964434,0.22368776542640778
0.8444112533451418,0.22368776542640778
0.861007623778735,0.2219252131314701
0.8779301854023175,0.22104915186873594
0.8951853492979297,0.22104915186873594
0.9127796525533854,0.22104915186873594
0.9307197607388343,0.22017654890317015
0.9490124704320023,0.21672044778353788
0.9676647117930625,0.213318596923566
0.9866835511901133,0.21080229773807818
1.0060761938762608,0.21080229773807818
1.0258499867193143,0.20914127674773428
1.0460124209851343,0.20504575911562348
1.0665711351756866,0.2026270460540743
1.087533917922873,0.19944641867016866
1.1089087109392415,0.196315717447416
1.1307036120266902,0.19476884376096434
1.1529268781443036,0.18945014285688783
1.1755869285364886,0.18721539517414293
1.198692347922588,0.18354924201747524
1.222251889749188,0.18210296203369808
1.2462744795063447,0.17783213956528696
1.2707692181089891,0.1743497343965357
1.2957453853447947,0.17366147979798213
1.3212124433898054,0.17093552356987013
1.3471800403931664,0.1682523565507769
1.3736580141323078,0.16626765726130602
1.4006563957399663,0.16301171404171513
1.428185413504466,0.16236821686521702
1.4562554967446837,0.1591886345971604
1.484877279761178,0.15607131662931273
1.5140616058649774,0.15484154951721985
1.543819531485546,0.1518093585212933
1.5741623303594945,0.1506131735947519
1.605101497801613,0.14708087451162036
1.636648755059851,0.1442006572523792
1.668816053755893,0.14249967102040534
1.701615580413005,0.14026286026551651
1.735059761072882,0.13751615704996448
1.7691612660032257,0.1342910195412739
1.8039330144978571,0.13270692707130957
1.839388179771167,0.12959457942182398
1.8755401939487628,0.12806588600575197
1.9124027531562058,0.12506238371626627
1.9499898227077659,0.12261334445635236
1.9883156423971518,0.12068868845112166
2.027394731892236,0.11832529725817198
2.0672418962358,0.11509409840033756
2.1078722314544014,0.1137364521836648
2.1493011302774763,0.11063056440729084
2.191544287968845,0.10803596904823135
2.2346177082728373,0.10592035025207708
2.278537709477279,0.10343622255494057
2.3233209305956493,0.10061161098055342
2.3689843376707387,0.09864137998085025
2.415545230202205,0.09519168292767101
2.463021247700457,0.09369746347703037
2.51143037636935,0.09077902048963128
2.5607909559202335,0.08864999921486626
2.611121686519908,0.0869140069682999
2.662441635875154,0.08387444087771245
2.714770246456502,0.08223196619820455
2.7681273428639703,0.07998639537426354
2.822533139337588,0.07780214606017408
2.878008247415515,0.07597746869208763
2.9345736837426895,0.07390269418699293
2.992250878032947,0.07245549164615557
3.051061681187627,0.0699215703236139
3.1110283735737534,0.06855232830416014
3.172173673464901,0.06801216883971414
3.2345207456479823,0.06937062188884098
3.2980932101991796,0.07103662900844686
3.348401045983436,0.06615490883389982
3.4024182610035516,0.06239341305437973
3.4737952530691913,0.06668031775315365
3.542070507102109,0.07103662900844686
3.611687668177228,0.07303094042585828
3.6826731106308346,0.0756775437028424
3.7550537271701536,0.0796706449394917
3.828856939061609,0.08487563104275546
3.9041107065193086,0.09077902048963128
3.980843539297732,0.09747780949200936
4.053820931974716,0.10417528057238251
4.112097619868159,0.11418721211228959
4.183860349902961,0.12261334445635236
4.247679334392629,0.13192190188736416
4.293859463779337,0.14137684196578018
4.359356332126318,0.15301504366846136
4.416291103179634,0.16528410424635606
4.473969462943742,0.1792445002487887
4.532401122956261,0.19285238063209245
4.591595921591002,0.20831568073540147
4.651563825714501,0.2250188600110669
4.712314932364175,0.24450771503691904
4.7738594704484045,0.2662104566862526
4.836207802468814,0.28869539806808764
4.899370426265047,0.31184358822337305
4.9633579767823335,0.3368478478243477
5.028181227862133,0.3652990371848552
5.060909646363811,0.39225527839207014
5.127006957545689,0.4195379700491682
5.160378632464199,0.454074514008379
5.227775044595635,0.49388998754841373
5.296051678255703,0.5298110874615869
5.330523664820548,0.5666612545134594
5.40014223263852,0.611492350382012
5.470670044142437,0.6611765386827738
5.5062786211955395,0.7127799850223653
5.58543546755023,0.7794308862960244
5.695213677735338,0.8923312905872851
5.6510458262247365,0.825113754034505
5.799619148796062,0.9887872168819788
5.7621135666150956,0.9401583034838287
5.875364273368632,1.0808195191035908
5.952098656675149,1.1686368736015418
5.990840851311949,1.249919551586865
6.069083400509557,1.3501406692512279
6.148347825710361,1.4816551952102364
6.188367405676712,1.5972952850902138
6.269189723145803,1.7016486484653615
6.309995862707478,1.8200041122212762
6.4340148503240835,1.90847239200398
6.560471352896974,2.049302881272794
6.656942133334637,2.2092466861119893
6.767991718020395,2.389222015758028
6.876430995555912,2.6085039949819198
7.000219504856843,2.8120922774697306
7.091644904495505,3.0166184881861424
7.184264352934106,3.258497156352559
7.315967313777376,3.5176824766914256
7.421139779689921,3.8359796606464456
7.5180625504204315,4.0946791355034815
7.6658253265978145,4.449318777910719
7.816492286915356,4.777644062065408
7.970120511280039,5.089773717452
8.126768201468408,5.379570120936152
8.286494703176205,5.776540753239514
8.449360528501373,6.202804745303732
8.615427378868977,6.608041988269251
8.784758168406652,6.9567131969807505
8.95741704777952,7.352807517960703
9.133469428493552,7.802254059615154
9.312982007676595,8.246490933602946
9.496022793346482,8.716021318761042
9.682661130175712,9.21228535152292
9.872967725762575,9.698368623120315
10.067014677418596,10.169795024316096
10.264875499482468,10.622039681411318
10.466625151170842,11.094395385915275
10.672340064976465,11.587756463988683
10.882098175624513,12.151023807191983
11.095978949598015,12.641272664768517
11.314063415243577,13.255750203256746
11.536434193468862,13.520516267760808
11.76317552904332,14.010492741459643
11.994373322514205,14.403829052991718
12.23011516274983,14.984970267921865
12.470490360122444,15.528017792509786
12.715589980343339,16.02722602796256
12.965506878962888,16.477180935777806
13.220335736548726,17.074305398447986
13.480173094555312,17.415342048593736
13.745117391898477,18.04646498178941
14.015269002248855,18.334256966656767
14.29073027205823,18.923682622330432
14.571605559333326,19.378154401875427
14.809880712842409,19.726156720193043
15.44779011505165,20.562660382522164
15.751406683535496,20.97337230615787
16.06099064411694,21.39228765683456
16.37665928212275,21.819570287149016
16.69853218804879,22.080025545608585
